Catalogue,Artist,Title,format,"No of Items","Slip case",Sticker,Package,Booklet,"Vinyl Weight","Vinyl RPMs","Vinyl Colour",mp3,Notes,Manufacturer,"Sticker Manufacturer",ID
CDVILED826,"(NOCTURNO CULTO`S) GIFT OF GODS",RECEIVE,CD,1,0,0,Jewel,8pp,,,,0,"Over stickered CDVILEF487",VDC,,2322
CDVILED828,AUTOPSY,"TOURNIQUETS, HACKSAWS AND GRAVES",CD,1,0,0,Jewel,16pp,,,,0,"Over stickered CDVILEF491",OPTIMAL,,2323
CDVILED830,NOVEMBRE,URSA,CD,1,0,0,Digipack4,12pp,,,,0,"Over stickered CDVILEF552",SP,,2324
CDVILED832,SIKTH,OPACITIES,CD,1,0,0,Digipack4,8pp,,,,0,"Over stickered CDVILEF569",SP,,2325
CDVILED833,T.O.M.B.,"FURY NOCTURNUS",CD,1,0,0,Digipack4,12pp,,,,0,"Over stickered CDVILEF629",SP,,2326
CHARLYL325,"CLUB SOUL","GO MOD!",2LP,2,0,0,Gatefold,,140,33,Black,0,,OPTIMAL,,2328
CHARLYL327,"CLUB SOUL","SOUL STREET",LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2329
KSCOPE553,"STEVEN WILSON","THE RAVEN THAT REFUSED TO SING",CD+Blu-ray,2,0,0,Digipack6,16pp,,,,0,,OPTIMAL,,2330
KSCOPE554,"STEVEN WILSON","HAND. CANNOT. ERASE.",CD+Blu-ray,2,0,0,Digipack6,16pp,,,,0,,OPTIMAL,,2331
CDVILED643,"ROTTING CHRIST","NON SERVIAM",CD,1,0,0,Jewel,8pp,,,,0,,SP,,2332
SMACDX1159,"OZRIC TENTACLES","TECHNICIANS OF THE SACRED",2CD,2,0,0,Brilliant,8pp,,,,0,,SP,,2333
CDVILED816,AUTOPSY,"SKULL GRINDER",CD,1,0,0,Jewel,4pp,,,,0,,VDC,,2334
CDVILED829,KHOLD,"TIL ENDES",CD,1,0,0,Jewel,8pp,,,,0,"Over stickered CDVILEF550",OPTIMAL,,2335
SMALP1158,"MOTT THE HOOPLE","LIVE AT HAMMERSMITH 1973",2LP,2,0,0,Gatefold,,180,33,Black,0,"12pp Poster",OPTIMAL,,2336
VILELP815,MORTEM,RAVNSVART,LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2337
CDVILEF815,MORTEM,RAVNSVART,CD,1,0,0,Jewel,12pp,,,,0,,OPTIMAL,,2338
SMALP1128,"NODENS ICTUS","THE COZMIC KEY",LP,1,0,0,Single,,180,33,Blue,0,,OPTIMAL,,2339
EBVILE021,MAYHEM,"CURSED IN ETERNITY",LPBox,4,0,0,BoxSet,,140,33,Black,0,"76pp Book",OPTIMAL,,2340
KSCOPE1045,GODSTICKS,EMERGENCE,LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2341
KSCOPE653,BLACKFIELD,"BLACKFIELD V",CD,1,0,0,Digipack4,12pp,,,,0,"Over stickered KSCOPE360",OPTIMAL,,2342
KSCOPE632,"THE ANCHORESS","THE ART OF LOSING",CD,1,0,0,SleevePac,24pp,,,,0,,OPTIMAL,,2344
KSCOPE1018,"THE ANCHORESS","THE ART OF LOSING",2LP,2,0,0,Gatefold,,140,33,Black,0,,OPTIMAL,,2345
KSCOPE952,"BRUCE SOORD (The Pineapple Thief)","ALL THIS WILL BE YOURS",LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2346
CHARLYF848,"13TH FLOOR ELEVATORS","THE PSYCHEDELIC SOUNDS OF THE 13TH FLOOR ELEVATORS",2CD,2,0,0,Brilliant,16pp,,,,0,,SP,,2347
CHARLYF849,"13TH FLOOR ELEVATORS","EASTER EVERYWHERE",2CD,2,0,0,Brilliant,16pp,,,,0,,SP,,2348
CHARLYF850,"13TH FLOOR ELEVATORS","BULL OF THE WOODS",2CD,2,0,0,Brilliant,16pp,,,,0,,SP,,2349
SMABX1139,"THE PRETTY THINGS","THE FINAL BOW",MixBoxSet,5,0,0,"Ear book",52pp,100,33,Black,0,"2CD + 2DVD + 10``",OPTIMAL,,2350
SMALP1139,"THE PRETTY THINGS","THE FINAL BOW",2LP,2,0,0,Gatefold,,140,,Black,0,,OPTIMAL,,2351
VILELP839,"VIOLATION WOUND","DYING TO LIVE, LIVING TO DIE",LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2352
CDVILED841,OPETH,"THE ROUNDHOUSE TAPES",2CD,2,0,0,Jewel,8pp,,,,0,,SP,,2353
CHARLYS301,"WILLIE HARPER / LEE DORSEY","HERE COMES THE HURT AGAIN",7``,1,0,0,Single,,40,45,Black,0,Dinked,OPTIMAL,,2354
VILELP834,"DIABOLICAL MASQUERADE","DEATH`S DESIGN",LP,1,0,0,Single,,180,33,Gold,0,,TAKT,,2355
CDVILEF839,"VIOLATION WOUND","DYING TO LIVE, LIVING TO DIE",CD,1,0,0,Digipack4,16pp,,,,0,,OPTIMAL,,2356
KSCOPE1046,GONG,"I SEE YOU",2LP,2,0,0,"Wide Spine",,140,33,Black,0,,OPTIMAL,,2357
VILELP842,KATATONIA,"JHVA ELOHIM METH",12``,1,0,0,Single,,180,45,Blue,0,,OPTIMAL,,2358
KSCOPE656,"THE PINEAPPLE THIEF","HOLD OUR FIRE",CD,1,0,0,Digipack6,16pp,,,,0,,OPTIMAL,,2359
KSCOPE1047,"THE PINEAPPLE THIEF","HOLD OUR FIRE",LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2360
KSCOPE1053,"THE PINEAPPLE THIEF","UNCOVERING THE TRACKS",12``,1,0,0,Single,,140,45,Red,0,,OPTIMAL,,2361
KSCOPE552,"STEVEN WILSON","GRACE FOR DROWNING",CD+Blu-ray,3,0,0,Digipack8,16pp,,,,0,"2CD + Blu-ray",CSV,,2362
CHARLYX693,"JAZZ ON A SUMMER`S DAY","JAZZ ON A SUMMER`S DAY O.S.T.",CD+DVD,2,0,0,Brilliant,16pp,,,,0,,OPTIMAL,,2364
VILELP835,"BARREN EARTH","THE CURSE OF THE RED RIVER",LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2365
CHARLYD593,FUNKADELIC,"ONE NATION UNDER A GROOVE",CD,1,0,0,Digipack4,8pp,,,,0,,SP,,2366
SMALP1162,"MOTT THE HOOPLE","THE GOLDEN AGE OF ROCK `N` ROLL",2LP,2,0,0,Gatefold,,140,33,Black,0,,OPTIMAL,,2367
KSCOPE550,"STEVEN WILSON","GET ALL YOU DESERVE",CD+Blu-ray,3,0,0,Digipack8,8pp,,,,0,"2CD + Blu-ray",OPTIMAL,,2368
CHARLYL338,"DENIECE CHANDLER","WONDER LOVE",LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2369
KSCOPE651,"LUNATIC SOUL","THROUGH SHADED WOODS",CD,1,0,0,Digipack4,16pp,,,,0,,SP,,2371
KSCOPE1042,"LUNATIC SOUL","THROUGH SHADED WOODS",LP,1,0,0,Gatefold,,180,33,Black,0,,OPTIMAL,,2372
KSCOPE1043,GODSTICKS,INESCAPABLE,LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2374
CHARLYL340,"JOE SIMON","TWO SIDES OF JOE SIMON",LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2375
SMALP1170,"MOTT THE HOOPLE","THE GOLDEN AGE OF ROCK `N` ROLL (Orange Vinyl)",2LP,2,0,0,Gatefold,,140,33,Orange,0,,OPTIMAL,,2376
KSCOPE489,"BRUCE SOORD (The Pineapple Thief)","ALL THIS WILL BE YOURS",CD,1,0,0,SleevePac,16pp,,,,0,,OPTIMAL,,2377
KSCOPE555,"BRUCE SOORD (The Pineapple Thief)","ALL THIS WILL BE YOURS",MixBoxSet,3,0,0,"Ear book",40pp,,,,0,,OPTIMAL,,2378
KSCOPE654,ULVER,"WARS OF THE ROSES",CD,1,0,0,Digipack4,16pp,,,,0,,SP,,2380
KSCOPE649,"RICHARD BARBIERI","PLANETS + PERSONA",CD,1,0,0,Digipack4,16pp,,,,0,,SP,,2381
SMACDX1163,"CARL PERKINS & FRIENDS","BLUE SUEDE SHOES - A ROCKABILLY SESSION",CD+DVD,2,0,0,Brilliant,8pp,,,,0,,SP,,2382
VILELP843,CANCER,"TO THE GORY END",LP,1,0,0,Single,,180,33,Yellow,0,,SP,,2384
VILELP844,CANCER,"DEATH SHALL RISE",LP,1,0,0,Single,,180,33,Red,0,,SP,,2385
VILELP845,CANCER,"THE SINS OF MANKIND",LP,1,0,0,Single,,180,33,Coloured,0,"PMS 499",SP,,2386
CDVILED847,CANCER,"SHADOW GRIPPED",CD,1,0,0,Jewel,12pp,,,,0,"Over stickered CDVILEF763",SP,,2387
CDVILED846,"VIOLATION WOUND","WITH MAN IN CHARGE",CD,1,0,0,Digipack4,16pp,,,,0,"Over stickered CDVILEF734",SP,,2388
CDVILED848,AKERCOCKE,"RENAISSANCE IN EXTREMIS",CD,1,0,0,Digipack4,16pp,,,,0,"Over stickered CDVILEF636",SP,,2389
CDVILED849,SIKTH,"THE FUTURE IN WHOSE EYES?",CD,1,0,0,Digipack4,16pp,,,,0,"Over stickered CDVILEF669",SP,,2390
CDVILED850,CANDLEMASS,NIGHTFALL,CD,1,0,0,Digipack4,8pp,,,,0,,OPTIMAL,,2391
VILELP850,CANDLEMASS,"NIGHTFALL (Edel Exclusive)",LP,1,0,0,Single,,,,Gold,0,,OPTIMAL,,2392
KSCOPE658,GAZPACHO,SOYUZ,CD,1,0,0,Digipack4,16pp,,,,0,,SP,,2393
CDVILEDX771,MAYHEM,"HENHOUSE RECORDINGS",CD+DVD,1,0,0,Brilliant,4pp,,,,0,,OPTIMAL,,2394
CDVILED772,MAYHEM,"OUT FROM THE DARK",CD,1,0,0,Jewel,4pp,,,,0,,OPTIMAL,,2395
CDVILED641,"ROTTING CHRIST","PASSAGE TO ARCTURO",CD,1,0,0,Jewel,4pp,,,,0,,OPTIMAL,,2396
SMALP1166,"MOTT THE HOOPLE","THE GOLDEN AGE OF ROCK `N` ROLL (Pink Vinyl, Edel)",2LP,2,0,0,Gatefold,,140,33,Pink,0,,OPTIMAL,,2397
SMABX1091P,"GENTLE GIANT","UNBURIED TREASURE (PROMO CD)",CD,1,0,0,Other,,,,,0,"Folding Wallet",OPTIMAL,,2398
SMALP1120,"IAN ANDERSON","HOMO ERRATICUS",2LP,2,0,0,"Wide Spine",,140,,Black,0,,OPTIMAL,,2399
KSCOPE655,"DANIEL CAVANAGH (Anathema)","MONOCHROME/COLOUR (Special Edition)",CD,1,0,0,Digipack4,16pp,,,,0,,SP,,2400
VILELP728,BLOODBATH,"GRAND MORBID FUNERAL",LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2401
KSCOPE652,GODSTICKS,INESCAPABLE,CD,1,0,0,Digipack4,12pp,,,,0,,SP,,2402
KSCOPE659,"GLEB KOLYADIN (iamthemorning)","GLEB KOLYADIN",CD,1,0,0,Digipack4,8pp,,,,0,,SP,,2403
SMALP1159,"OZRIC TENTACLES","TECHNICIANS OF THE SACRED",2LP,2,0,0,"Wide Spine",,140,33,Black,0,,OPTIMAL,,2404
SMACDX1028,"JOHN MARTYN","SOLID AIR (CLASSICS REVISITED)",2CD,2,0,0,Brilliant,8pp,,,,0,,SP,,2405
SMACDX1164,"LOVE WITH ARTHUR LEE","THE FOREVER CHANGES CONCERT",CD+DVD,2,0,0,Brilliant,8pp,,,,0,,SP,,2406
SMACDX1125,MARILLION,"RADIATION 2013",2CD,2,0,0,Brilliant,8pp,,,,0,,SP,,2407
SMACD1165,MARILLION,"SOMEWHERE IN LONDON",2CD+DVD,3,0,0,Other,,,,,0,Digisleeve,SP,,2408
SMACDX1167,FAMILY,HISTORY,2CD,2,0,0,Brilliant,8pp,,,,0,,SP,,2409
VILELP851,KATATONIA,"DANCE OF DECEMBER SOULS",LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2410
KSCOPE661,"MARIANA SEMKINA",SLEEPWALKING,CD,1,0,0,SleevePac,16pp,,,,0,,OPTIMAL,,2411
KSCOPE1048,"MARIANA SEMKINA",SLEEPWALKING,LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2412
CDVILED852,BLOODBATH,"THE ARROW OF SATAN IS DRAWN",CD,1,0,0,Digipack4,8pp,,,,0,,OPTIMAL,,2413
CHARLYL336,"ANN SEXTON","LOVING YOU, LOVING ME",LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2414
CHARLYL337,"ANN SEXTON","THE BEGINNING",LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2415
KSCOPE548,"PORCUPINE TREE","IN ABSENTIA",MixBoxSet,4,0,0,"Ear book",,,,,0,"3CD+Blu-ray in 100 page book",OPTIMAL,,2416
CDVILED853,MORK,"EREMITTENS DAL",CD,1,0,0,Digipack4,,,,,0,"Uses CDVILEF706 print with barcode sticker",SP,,2418
VILELP854,KATATONIA,"CITY BURIALS",2LP,2,0,0,Gatefold,,140,33,Black,0,,OPTIMAL,,2419
CDVILEF854,KATATONIA,"CITY BURIALS",CD,1,0,0,Digipack4,16pp,,,,0,,OPTIMAL,,2420
KSCOPE662,"THE PINEAPPLE THIEF","VERSIONS OF THE TRUTH",CD,1,0,0,SleevePac,16pp,,,,0,,OPTIMAL,,2421
KSCOPE1064,GAZPACHO,FIREWORKER,2LP,1,0,0,Gatefold,,140,,Black,0,,OPTIMAL,,2422
KSCOPE664,GAZPACHO,FIREWORKER,CD,1,0,0,Digipack4,16pp,,,,0,,OPTIMAL,,2423
KSCOPE1062,"THE PINEAPPLE THIEF","VERSIONS OF THE TRUTH",LP,1,0,0,Single,,180,,Black,0,,OPTIMAL,,2426
KSCOPE562,"THE PINEAPPLE THIEF","VERSIONS OF THE TRUTH",MixBoxSet,1,0,0,"Ear book",,,,,0,,OPTIMAL,,2427
CDVILED855,FLEURETY,"THE WHITE DEATH",CD,1,0,0,Digipack4,12pp,,,,0,"Over stickered CDVILEF689",SP,,2428
KSCOPE1049,MANSUN,"THE DEAD FLOWERS REJECT",LP,1,0,0,Single,,180,33,White,0,,OPTIMAL,,2429
KSCOPE549,BLACKFIELD,"LIVE IN NYC",CD+DVD,2,0,0,Brilliant,8pp,,,,0,,OPTIMAL,,2430
KSCOPEVOL11,KSCOPE,"THE BEST OF 2019",CD,1,0,0,Single,,,,,0,Wallet,OPTIMAL,,2432
CDVILED856,"MY DYING BRIDE","EVINTA (SPECIAL)",2CD,2,0,0,"Media book",20pp,,,,0,"Over stickered CDVILEF302X",TAKT,,2433
KSCOPE1051,"TANGERINE DREAM","RECURRING DREAMS",2LP,2,0,0,Gatefold,,140,,Black,0,,OPTIMAL,,2434
KSCOPE665,"TANGERINE DREAM","RECURRING DREAMS",CD,1,0,0,Digipack6,,,,,0,,OPTIMAL,,2435
KSCOPE667,"JONATHAN HULTEN","CHANTS FROM ANOTHER PLACE",CD,1,0,0,Digipack4,16pp,,,,0,,OPTIMAL,,2436
KSCOPE1052,"JONATHAN HULTEN","CHANTS FROM ANOTHER PLACE",LP,1,0,0,Single,8pp,180,33,Black,0,,OPTIMAL,,2437
KSCOPE1068,ANATHEMA,"WE`RE HERE BECAUSE WE`RE HERE",2LP,2,0,0,Gatefold,,140,33,Clear,0,,OPTIMAL,,2438
KSCOPE668,ANATHEMA,"WE`RE HERE BECAUSE WE`RE HERE",CD,1,0,0,Digipack4,8pp,,,,0,,OPTIMAL,,2439
KSCOPE669,"LUNATIC SOUL",FRACTURED,CD,1,0,0,Digipack4,12pp,,,,0,,SP,,2440
CDVILED857,ISENGARD,VINTERSKUGGE,CD,1,0,0,Jewel,4pp,,,,0,,OPTIMAL,,2441
VILELP858,TAAKE,NATTESTID...,LP,1,0,0,Gatefold,,180,33,Black,0,poster,OPTIMAL,,2442
CDVILED779,"OBTAINED ENSLAVEMENT",WITCHCRAFT,CD,1,0,0,Jewel,8pp,,,,0,,OPTIMAL,,2444
KSCOPE1055,"CRIPPLED BLACK PHOENIX","WE SHALL SEE VICTORY",2LP,2,0,0,"Wide Spine",,140,33,Black,0,,OPTIMAL,,2445
SMALP1169,"MOTT THE HOOPLE","THE GOLDEN AGE OF ROCK `N` ROLL (RSD US 2020 Exclusive)",2LP,2,0,0,Gatefold,,140,33,Blue,0,,OPTIMAL,,2446
CDVILEF860,KATATONIA,"CITY BURIALS",CD,1,0,0,"Media book",24pp,,,,0,,TAKT,,2447
VILELP861,KATATONIA,"DANCE OF DECEMBER SOULS",LP,1,0,0,Single,,180,33,Purple,0,,OPTIMAL,,2448
CHARLYL347,GONG,"CAMEMBERT ELECTRIQUE",LP,1,0,0,Gatefold,,180,33,Black,0,"3 x inserts",OPTIMAL,,2449
KSCOPE652A,GODSTICKS,"MOTION - INESCAPABLE ACOUSTIC TRACKS",CD,1,0,0,Single,,,,,0,"Promo wallet for Burning Shed",,,2454
CDVILED858,TAAKE,NATTESTID...,CD,1,0,0,Jewel,8pp,,,,0,,VDC,,2455
KSCOPE670,GAZPACHO,NIGHT,2CD,2,0,0,Brilliant,8pp,,,,0,,SP,,2456
VILELP881,KATATONIA,"CITY BURIALS (Silver - German Coloured Version)",2LP,2,0,0,Gatefold,,140,33,Silver,0,,OPTIMAL,,2458
VILELP870,KATATONIA,"CITY BURIALS (Crystal Clear - Peaceville Coloured Version)",2LP,2,0,0,Gatefold,,140,33,White,0,,OPTIMAL,,2460
VILELP863,KATATONIA,"CITY BURIALS (White - Omerch Coloured Version)",2LP,2,0,0,Gatefold,,140,33,Coloured,0,,OPTIMAL,,2461
KSCOPE675,"THE PINEAPPLE THIEF",MAGNOLIA,CD,1,0,0,Digipack4,8pp,,,,0,,SP,,2464
KSCOPE1067,"OZRIC TENTACLES","STRANGEITUDE (2020 ED WYNNE REMASTER)",LP,1,0,0,Single,,180,33,Green,0,,OPTIMAL,,2472
KSCOPE1061,"OZRIC TENTACLES","ERPLAND (2020 ED WYNNE REMASTER)",2LP,2,0,0,"Wide Spine",,140,33,Turquoise,0,,OPTIMAL,,2473
KSCOPE1059,"OZRIC TENTACLES","PUNGENT EFFULGENT (2020 ED WYNNE REMASTER)",LP,1,0,0,Single,,180,33,Blue,0,,OPTIMAL,,2474
CDVILED864,MORK,"DET SVARTE JUV",CD,1,0,0,Jewel,12pp,,,,0,,OPTIMAL,,2475
VILELP860,KATATONIA,"CITY BURIALS (Clear - General Coloured Version)",2LP,2,0,0,Gatefold,,140,33,Clear,0,,OPTIMAL,,2476
VILELP859,HELLRIPPER,"THE AFFAIR OF THE POISONS",LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2477
CDVILEF859,HELLRIPPER,"THE AFFAIR OF THE POISONS",CD,1,0,0,Jewel,8pp,,,,0,OBI,VDC,,2478
VILEMC859,HELLRIPPER,"THE AFFAIR OF THE POISONS",Cassette,1,0,0,Jewel,,,,,0,,Fairview,,2480
KSCOPE671,ANEKDOTEN,"A TIME OF DAY",CD,1,0,0,Digipack4,12pp,,,,0,,SP,,2482
KSCOPE660,ANEKDOTEN,"FROM WITHIN",CD,1,0,0,Digipack4,12pp,,,,0,,SP,,2483
KSCOPE657,ANEKDOTEN,NUCLEUS,CD,1,0,0,Digipack4,12pp,,,,0,,SP,,2484
KSCOPE1057,ANEKDOTEN,NUCLEUS,LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2485
KSCOPE1071,ANEKDOTEN,"A TIME OF DAY",LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2486
KSCOPE1060,ANEKDOTEN,"FROM WITHIN",LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2487
KSCOPE673,"CRIPPLED BLACK PHOENIX","WE SHALL SEE VICTORY",2CD,2,0,0,Brilliant,6pp,,,,0,,SP,,2488
KSCOPE674,"ED WYNNE","SHIMMER INTO NATURE (EXPANDED)",CD,1,0,0,Digipack4,,,,,0,,SP,,2490
KSCOPE676,GAZPACHO,DEMON,CD,1,0,0,Jewel,20pp,,,,0,,SP,,2491
SROLLCD849X,"CRAZY CAVAN & THE RHYTHM ROCKERS","CRAZY RHYTHM",CD,1,0,0,Jewel,12pp,,,,0,,SP,,2492
EBVILE022,DARKTHRONE,"UNHOLY BLACK METAL",Cassette,5,0,0,BoxSet,36pp,,,,0,"5 x MC | 2 x Poster | 9 x Postcard",,,2493
USLP1177,"THE O`JAYS","THE BEST OF THE O`JAYS",2LP,2,0,0,Gatefold,,140,33,Black,0,,OPTIMAL,,2494
KSCOPE1072,"STEVEN WILSON","INSURGENTES (REMASTER)",2LP,2,0,0,Gatefold,,140,33,Black,0,,OPTIMAL,,2495
VILELP865,MORK,"ROTA TIL ONDSKAP",LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2497
KSCOPE1069,"TANGERINE DREAM","FRANZ KAFKA - THE CASTLE",2LP,2,0,0,Gatefold,,140,,Black,0,,OPTIMAL,,2498
KSCOPE1073,"OZRIC TENTACLES","JURASSIC SHIFT (2020 ED WYNNE REMASTER)",LP,1,0,0,Single,,180,33,Pink,0,,OPTIMAL,,2499
KSCOPE1074,"OZRIC TENTACLES","ARBORESCENCE (2020 ED WYNNE REMASTER)",LP,1,0,0,Single,,180,33,Red,0,,OPTIMAL,,2500
KSCOPE1077,"OZRIC TENTACLES","CURIOUS CORN (2020 ED WYNNE REMASTER PURPLE LP)",LP,1,0,0,Single,,180,33,Purple,0,,OPTIMAL,,2501
KSCOPE1075,"OZRIC TENTACLES","BECOME THE OTHER (2020 ED WYNNE REMASTER)",2LP,2,0,0,"Wide Spine",,140,33,Yellow,0,"D side etching",OPTIMAL,,2502
KSCOPE1079,"OZRIC TENTACLES","WATERFALL CITIES (2020 ED WYNNE REMASTER)",2LP,2,0,0,Single,,140,33,Black,0,,TAKT,,2504
SMALP1179,PENDRAGON,"THE WORLD",2LP,2,0,0,"Wide Spine",,140,33,Black,0,,OPTIMAL,,2505
KSCOPE556,"THE PINEAPPLE THIEF","WHERE WE STOOD",CD+Blu-ray,2,0,0,Brilliant,8pp,,,,0,,OPTIMAL,,2506
VILELP871,"CARPATHIAN FOREST","WE`RE GOING TO HELL FOR THIS",LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2507
SMALP1178,"MOTT THE HOOPLE","LIVE ON BROADWAY 1974",2LP,2,0,0,Gatefold,,140,33,Black,0,,OPTIMAL,,2508
SMALP1134,"THE PRETTY THINGS","BARE AS BONE, BRIGHT AS BLOOD",LP,1,0,0,Gatefold,2pp,180,33,Red,0,,OPTIMAL,,2509
SMACD1134,"THE PRETTY THINGS","BARE AS BONE, BRIGHT AS BLOOD",CD,1,0,0,Digipack4,16pp,,,,0,,VDC,,2510
VILELP872,SIGH,"SCORN DEFEAT",LP,1,0,0,Single,,180,33,White,0,,OPTIMAL,,2512
KSCOPE557,"THE ANCHORESS","THE ART OF LOSING",3CD,3,0,0,"Media book",,,,,0,"48pp DVD size hard back book",TAKT,,2513
USLP1180,"THE ISLEY BROTHERS","AT THEIR VERY BEST",2LP,2,0,0,Gatefold,,140,33,Black,0,,OPTIMAL,,2515
KSCOPE561,"THE PINEAPPLE THIEF","VERSIONS OF THE TRUTH",Blu-ray,1,0,0,Amaray,16pp,,,,0,,OPTIMAL,,2516
SMABX1140,"JOHN MAYALL","THE FIRST GENERATION 1965 - 1974",MixBoxSet,35,0,0,BoxSet,,,,,0,"35 CDs, 168pp Hardback Book, Press Pack, 2 Posters, Signed Picture, 128pp Fanclub Letters Book",CSV,,2517
KSCOPE1081,"BRUCE SOORD WITH JONAS RENKSE","WISDOM OF CROWDS",2LP,2,0,0,"Wide Spine",,140,33,Black,0,,OPTIMAL,,2519
SMABX1129,CARAVAN,"WHO DO YOU THINK WE ARE?",MixBoxSet,37,0,0,BoxSet,,,,,0,"35 CD, Blu-ray, DVD | 144pp Hardback Book | 3 Press Packs | 2 Posters | Signed Picture | Family Tree | Map",CSV,,2520
KSCOPE1082,"GIANCARLO ERRA","DEPARTURE TAPES",LP,1,0,0,Gatefold,,180,33,Coloured,0,,OPTIMAL,,2521
KSCOPE682,"GIANCARLO ERRA","DEPARTURE TAPES",CD+DVD,1,0,0,Digipack6,16pp,,,,0,,OPTIMAL,,2523
VILELP869,"MORTA SKULD","SUFFER FOR NOTHING",LP,1,0,0,Gatefold,,180,,Black,0,,OPTIMAL,,2525
CDVILEF869,"MORTA SKULD","SUFFER FOR NOTHING",CD,1,0,0,Jewel,8pp,,,,0,,VDC,,2526
VILELP877,AUTOPSY,"LIVE IN CHICAGO",2LP,2,0,0,Gatefold,,140,33,Black,0,,OPTIMAL,,2527
CDVILEF877,AUTOPSY,"LIVE IN CHICAGO",CD,1,0,0,Jewel,8pp,,,,0,,VDC,,2528
KSCOPE564,"OZRIC TENTACLES","TRAVELLING THE GREAT CIRCLE: PUNGENT EFFULGENT TO JURASSIC SHIFT",MixBoxSet,6,0,0,"Ear book",,,,,0,"6CD + DVD | 80pp Book",OPTIMAL,,2529
KSCOPE1084,"THE PINEAPPLE THIEF","VERSIONS OF THE TRUTH (RED GERMANY)",LP,1,0,0,Single,,180,,Red,0,,OPTIMAL,,2530
KSCOPE1085,"THE PINEAPPLE THIEF","VERSIONS OF THE TRUTH (CLEAR BURNING SHED)",LP,1,0,0,Single,,180,,Clear,0,,OPTIMAL,,2531
KSCOPE1083,"THE PINEAPPLE THIEF","VERSIONS OF THE TRUTH (COLOURED VARIETY)",LP,1,0,0,Single,,180,,Coloured,0,"Variety of Colours",OPTIMAL,,2532
VILELP880,"MY DYING BRIDE","EVINTA MMXX",2LP,2,0,0,Gatefold,,140,,Coloured,0,"LP1 Black / LP2 Red",OPTIMAL,,2533
VILELP879,ISENGARD,VARJEVNDOGN,LP,1,0,0,Single,,180,33,Clear,0,,OPTIMAL,,2535
VILELP876,ISENGARD,VARJEVNDOGN,LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2536
CDVILEF876,ISENGARD,VARJEVNDOGN,CD,1,0,0,Jewel,8pp,,,,0,,VDC,,2538
CDVILEDX882,"CRADLE OF FILTH","MIDNIGHT IN THE LABYRINTH",2CD,2,0,0,Brilliant,4pp,,,,0,,VDC,,2540
KSCOPE546,MANSUN,"CLOSED FOR BUSINESS",MixBoxSet,26,0,0,BoxSet,,,,,0,"24 CDs + 1 DVD; 160 page Hardback Book; 108 page Fanzine Book, 44 page Studio Notes Book; 5 Art Prints; 4 Postcards; Paul Draper Signed Lyric Sheet",CSV,,2541
CDVILEDX872,SIGH,"SCORN DEFEAT",2CD,2,0,0,Brilliant,16pp,,,,0,,VDC,,2542
SMACD1189,"RICK WAKEMAN","THE RED PLANET",CD,1,0,0,Jewel,20pp,,,,0,,SP,,2543
SMALP1189,"RICK WAKEMAN","THE RED PLANET",2LP,2,0,0,Gatefold,,140,,Black,0,,CSV,,2544
KSCOPE679,ANATHEMA,"DISTANT SATELLITES",CD,1,0,0,Digipack4,8pp,,,,0,,VDC,,2545
KSCOPE1078,"OZRIC TENTACLES","SPACE FOR THE EARTH",LP,1,0,0,Single,,180,33,Black,0,,OPTIMAL,,2546
VILELP884,OPETH,"THE ROUNDHOUSE TAPES",3LP,3,0,0,Gatefold,,140,33,Black,0,,OPTIMAL,,2548
CDVILED884,OPETH,"THE ROUNDHOUSE TAPES",2CD+DVD,3,0,0,Digipack6,,,,,0,,TAKT,,2549
SMALP1190,"THE PRETTY THINGS","BARE AS BONE, BRIGHT AS BLOOD (CLEAR AMAZON UK)",LP,1,0,0,Gatefold,2pp,180,33,Clear,0,,OPTIMAL,,2550
KSCOPE1086,"OZRIC TENTACLES","SPACE FOR THE EARTH",LP,1,0,0,Single,,180,33,Turquoise,0,,OPTIMAL,,2552
